coral_number,first_seen_year,years_since,display_year,opacity_pct,fade_label,length,width,height,died_this_year,volume_cm3,status
LTER5_BR_T01_Por_0.3_47_14,2013,0,2013,100,Year +0,4.2,3,4.2,0,14.365456007314927,Recruited
LTER5_BR_T01_Por_0.3_47_14,2013,1,2014,83,Year +1,1,0.8,0.6,0,0.13404128655316447,Surviving
LTER5_BR_T01_Por_0.3_47_14,2013,2,2015,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_0.3_47_14,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.3_47_14,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.3_47_14,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.52_30_10,2018,0,2018,100,Year +0,0.9,1,0.6,0,0.15150427534673003,Recruited
LTER5_BR_T01_Por_0.52_30_10,2018,1,2019,83,Year +1,9,4,6,0,66.50674077460613,Surviving
LTER5_BR_T01_Por_0.52_30_10,2018,2,2020,67,Year +2,2.3,2.9,4.5,0,8.849527135585667,Surviving
LTER5_BR_T01_Por_0.52_30_10,2018,3,2021,50,Year +3,3.1,1.9,3.1,0,5.152997350050656,Surviving
LTER5_BR_T01_Por_0.52_30_10,2018,4,2022,33,Year +4,3,2.2,4.2,0,8.053569730213656,Surviving
LTER5_BR_T01_Por_0.52_30_10,2018,5,2023,17,Year +5,3.3,2.7,4.7,0,11.878352126949382,Surviving
LTER5_BR_T01_Por_0.53_32_3,2016,0,2016,100,Year +0,3.2,0.7,2.9,0,3.0488187075726736,Recruited
LTER5_BR_T01_Por_0.53_32_3,2016,1,2017,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_0.53_32_3,2016,2,2018,67,Year +2,3.2,2.6,1.4,0,3.619114736935443,Surviving
LTER5_BR_T01_Por_0.53_32_3,2016,3,2019,50,Year +3,3,1.5,3,0,4.09061543436171,Surviving
LTER5_BR_T01_Por_0.53_32_3,2016,4,2020,33,Year +4,3.6,1,2.5,0,3.4704029883919025,Surviving
LTER5_BR_T01_Por_0.53_32_3,2016,5,2021,17,Year +5,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_0.62_29_13,2015,0,2015,100,Year +0,1.5,0.8,1,0,0.34845498516066775,Recruited
LTER5_BR_T01_Por_0.62_29_13,2015,1,2016,83,Year +1,3.8,2.5,2.9,0,7.550371914316445,Surviving
LTER5_BR_T01_Por_0.62_29_13,2015,2,2017,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_0.62_29_13,2015,3,2018,50,Year +3,2.7,1.7,1.5,0,1.991410980251908,Surviving
LTER5_BR_T01_Por_0.62_29_13,2015,4,2019,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.62_29_13,2015,5,2020,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.62_54_51,2013,0,2013,100,Year +0,1.8,1.5,1.9,0,1.363373641468992,Recruited
LTER5_BR_T01_Por_0.62_54_51,2013,1,2014,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_0.62_54_51,2013,2,2015,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.62_54_51,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.62_54_51,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.62_54_51,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.65_14_5,2020,0,2020,100,Year +0,4,4.5,1.5,0,9.696273622190722,Recruited
LTER5_BR_T01_Por_0.65_14_5,2020,1,2021,83,Year +1,5.9,3,3.5,0,18.487147998635763,Surviving
LTER5_BR_T01_Por_0.65_14_5,2020,2,2022,67,Year +2,4.2,2.7,2.8,0,8.849527135585667,Surviving
LTER5_BR_T01_Por_0.65_14_5,2020,3,2023,50,Year +3,3.9,2.8,2.9,0,8.578642339402526,Surviving
LTER5_BR_T01_Por_0.65_14_5,2020,4,2024,33,Year +4,5.7,4.4,6.4,0,43.556873145083486,Surviving
LTER5_BR_T01_Por_0.68_34_13,2014,0,2014,100,Year +0,1.5,1.5,1.7,0,1.006696216276707,Recruited
LTER5_BR_T01_Por_0.68_34_13,2014,1,2015,83,Year +1,5.2,4.1,4.3,0,24.39054966058139,Surviving
LTER5_BR_T01_Por_0.68_34_13,2014,2,2016,67,Year +2,6.8,3.9,2.8,0,23.85646921319749,Surviving
LTER5_BR_T01_Por_0.68_34_13,2014,3,2017,50,Year +3,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_0.68_34_13,2014,4,2018,33,Year +4,3.7,2.5,1.5,0,4.426668885559597,Surviving
LTER5_BR_T01_Por_0.68_34_13,2014,5,2019,17,Year +5,4,3,4,0,12.905740191135845,Surviving
LTER5_BR_T01_Por_0.92_8_18,2013,0,2013,100,Year +0,13,7.1,8.1,0,217.44638271576872,Recruited
LTER5_BR_T01_Por_0.92_8_18,2013,1,2014,83,Year +1,6.7,4.7,9.8,0,92.38733619525684,Surviving
LTER5_BR_T01_Por_0.92_8_18,2013,2,2015,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_0.92_8_18,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.92_8_18,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.92_8_18,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.93_18_30,2013,0,2013,100,Year +0,5.7,2.7,7.7,0,40.465274478289714,Recruited
LTER5_BR_T01_Por_0.93_18_30,2013,1,2014,83,Year +1,6.1,3.1,6.3,0,36.107710934835474,Surviving
LTER5_BR_T01_Por_0.93_18_30,2013,2,2015,67,Year +2,5.8,3.6,6.1,0,36.107710934835474,Surviving
LTER5_BR_T01_Por_0.93_18_30,2013,3,2016,50,Year +3,5.1,3.9,6.4,0,35.41335108447677,Surviving
LTER5_BR_T01_Por_0.93_18_30,2013,4,2017,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_0.93_18_30,2013,5,2018,17,Year +5,7.3,5,5.1,0,51.08020215226764,Surviving
LTER5_BR_T01_Por_0.93_3_28,2013,0,2013,100,Year +0,0.7,0.5,0.3,0,0.03272492347489367,Recruited
LTER5_BR_T01_Por_0.93_3_28,2013,1,2014,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_0.93_3_28,2013,2,2015,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.93_3_28,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.93_3_28,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.93_3_28,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.95_5_32,2015,0,2015,100,Year +0,2.7,1,2.1,0,1.891859338972876,Recruited
LTER5_BR_T01_Por_0.95_5_32,2015,1,2016,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_0.95_5_32,2015,2,2017,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.95_5_32,2015,3,2018,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.95_5_32,2015,4,2019,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.95_5_32,2015,5,2020,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.97_5_35,2013,0,2013,100,Year +0,6.9,4.4,8.4,0,74.13162855170914,Recruited
LTER5_BR_T01_Por_0.97_5_35,2013,1,2014,83,Year +1,7.3,4.7,7.7,0,74.13162855170911,Surviving
LTER5_BR_T01_Por_0.97_5_35,2013,2,2015,67,Year +2,5.2,4.4,7.7,0,50.20456077026846,Surviving
LTER5_BR_T01_Por_0.97_5_35,2013,3,2016,50,Year +3,0.8,0.4,0.6,0,0.0565486677646163,Surviving
LTER5_BR_T01_Por_0.97_5_35,2013,4,2017,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_0.97_5_35,2013,5,2018,17,Year +5,4.6,3.2,4.5,0,18.043475606505183,Surviving
LTER5_BR_T01_Por_0.98_22_20,2018,0,2018,100,Year +0,2.1,2,1.7,0,1.8918593389728755,Recruited
LTER5_BR_T01_Por_0.98_22_20,2018,1,2019,83,Year +1,3,2.5,1.5,0,3.325821852411417,Surviving
LTER5_BR_T01_Por_0.98_22_20,2018,2,2020,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_0.98_22_20,2018,3,2021,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.98_22_20,2018,4,2022,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.98_22_20,2018,5,2023,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.98_2_43,2013,0,2013,100,Year +0,5.7,4.3,6.5,0,43.556873145083486,Recruited
LTER5_BR_T01_Por_0.98_2_43,2013,1,2014,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_0.98_2_43,2013,2,2015,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.98_2_43,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.98_2_43,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.98_2_43,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_0.9_17_20,2020,0,2020,100,Year +0,8,6,9,0,117.97456116119449,Recruited
LTER5_BR_T01_Por_0.9_17_20,2020,1,2021,83,Year +1,8,4.5,7.3,0,75.26627679470428,Surviving
LTER5_BR_T01_Por_0.9_17_20,2020,2,2022,67,Year +2,8.9,6,8,0,116.44244326987848,Surviving
LTER5_BR_T01_Por_0.9_17_20,2020,3,2023,50,Year +3,7.4,5.3,7.1,0,75.26627679470421,Surviving
LTER5_BR_T01_Por_0.9_17_20,2020,4,2024,33,Year +4,10.4,10.1,10.2,0,280.55627643368086,Surviving
LTER5_BR_T01_Por_1.05_15_38,2013,0,2013,100,Year +0,2.3,2.2,4,0,5.954724038227876,Recruited
LTER5_BR_T01_Por_1.05_15_38,2013,1,2014,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.05_15_38,2013,2,2015,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.05_15_38,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.05_15_38,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.05_15_38,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.05_19_38,2013,0,2013,100,Year +0,5.6,4.3,6.3,0,41.22397880040525,Recruited
LTER5_BR_T01_Por_1.05_19_38,2013,1,2014,83,Year +1,5.2,4.8,4.6,0,30.17612220547013,Surviving
LTER5_BR_T01_Por_1.05_19_38,2013,2,2015,67,Year +2,9.1,5.8,8.9,0,130.7181020871783,Surviving
LTER5_BR_T01_Por_1.05_19_38,2013,3,2016,50,Year +3,6,5.6,10.1,0,99.07955880518853,Surviving
LTER5_BR_T01_Por_1.05_19_38,2013,4,2017,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.05_19_38,2013,5,2018,17,Year +5,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.06_3_48,2013,0,2013,100,Year +0,6.3,5.6,7.7,0,73.00844130413539,Recruited
LTER5_BR_T01_Por_1.06_3_48,2013,1,2014,83,Year +1,3.4,3,2.4,0,6.607738977861556,Surviving
LTER5_BR_T01_Por_1.06_3_48,2013,2,2015,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.06_3_48,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.06_3_48,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.06_3_48,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.07_13_47,2013,0,2013,100,Year +0,0.6,0.6,0.9,0,0.08979719001510827,Recruited
LTER5_BR_T01_Por_1.07_13_47,2013,1,2014,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.07_13_47,2013,2,2015,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.07_13_47,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.07_13_47,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.07_13_47,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.08_11_49,2013,0,2013,100,Year +0,6,5,6.8,0,54.68457855329736,Recruited
LTER5_BR_T01_Por_1.08_11_49,2013,1,2014,83,Year +1,4.2,3.6,6,0,25.482505210818015,Surviving
LTER5_BR_T01_Por_1.08_11_49,2013,2,2015,67,Year +2,5.8,3.2,5.6,0,30.17612220547013,Surviving
LTER5_BR_T01_Por_1.08_11_49,2013,3,2016,50,Year +3,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.08_11_49,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.08_11_49,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.09_37_20,2018,0,2018,100,Year +0,4.2,2.2,3,0,8.053569730213656,Recruited
LTER5_BR_T01_Por_1.09_37_20,2018,1,2019,83,Year +1,4.6,2.5,2,0,7.306830609747881,Surviving
LTER5_BR_T01_Por_1.09_37_20,2018,2,2020,67,Year +2,5,4,4.5,0,23.85646921319749,Surviving
LTER5_BR_T01_Por_1.09_37_20,2018,3,2021,50,Year +3,5.7,4.1,4.7,0,29.560302171451173,Surviving
LTER5_BR_T01_Por_1.09_37_20,2018,4,2022,33,Year +4,5.7,3.6,5,0,28.353911199925452,Surviving
LTER5_BR_T01_Por_1.09_37_20,2018,5,2023,17,Year +5,5.6,3.7,4.3,0,24.39054966058139,Surviving
LTER5_BR_T01_Por_1.09_8_49,2013,0,2013,100,Year +0,1,0.7,0.4,0,0.08979719001510827,Recruited
LTER5_BR_T01_Por_1.09_8_49,2013,1,2014,83,Year +1,4.2,2.6,2.6,0,8.053569730213656,Surviving
LTER5_BR_T01_Por_1.09_8_49,2013,2,2015,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.09_8_49,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.09_8_49,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.09_8_49,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.12_43_15,2013,0,2013,100,Year +0,10.1,8.7,18.4,0,499.15299596316527,Recruited
LTER5_BR_T01_Por_1.12_43_15,2013,1,2014,83,Year +1,12.5,8.8,13.7,0,415.72773155142704,Surviving
LTER5_BR_T01_Por_1.12_43_15,2013,2,2015,67,Year +2,14.8,8.7,15.2,0,562.0018659951684,Surviving
LTER5_BR_T01_Por_1.12_43_15,2013,3,2016,50,Year +3,15,8.8,15.5,0,588.5488475167775,Surviving
LTER5_BR_T01_Por_1.12_43_15,2013,4,2017,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.12_43_15,2013,5,2018,17,Year +5,12.3,9.6,8.9,0,283.30680867581407,Surviving
LTER5_BR_T01_Por_1.13_18_50,2013,0,2013,100,Year +0,9.5,5.9,7.1,0,110.44661672776616,Recruited
LTER5_BR_T01_Por_1.13_18_50,2013,1,2014,83,Year +1,2.7,2.3,2.6,0,4.256431409574793,Surviving
LTER5_BR_T01_Por_1.13_18_50,2013,2,2015,67,Year +2,2.6,2.5,2.8,0,4.78064105041129,Surviving
LTER5_BR_T01_Por_1.13_18_50,2013,3,2016,50,Year +3,2,1.6,3.1,0,2.9162803434309477,Surviving
LTER5_BR_T01_Por_1.13_18_50,2013,4,2017,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.13_18_50,2013,5,2018,17,Year +5,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.15_16_51,2014,0,2014,100,Year +0,2.8,2,2.4,0,3.619114736935441,Recruited
LTER5_BR_T01_Por_1.15_16_51,2014,1,2015,83,Year +1,1.3,0.6,1.1,0,0.2617993877991494,Surviving
LTER5_BR_T01_Por_1.15_16_51,2014,2,2016,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.15_16_51,2014,3,2017,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.15_16_51,2014,4,2018,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.15_16_51,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.15_19_48,2014,0,2014,100,Year +0,2.4,2.1,2.3,0,3.048818707572672,Recruited
LTER5_BR_T01_Por_1.15_19_48,2014,1,2015,83,Year +1,2.1,0.9,1.7,0,1.006696216276707,Surviving
LTER5_BR_T01_Por_1.15_19_48,2014,2,2016,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.15_19_48,2014,3,2017,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.15_19_48,2014,4,2018,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.15_19_48,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.15_38_4,2013,0,2013,100,Year +0,2.9,1.8,2.6,0,3.772015275683768,Recruited
LTER5_BR_T01_Por_1.15_38_4,2013,1,2014,83,Year +1,2.5,1.7,2.8,0,3.325821852411417,Surviving
LTER5_BR_T01_Por_1.15_38_4,2013,2,2015,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.15_38_4,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.15_38_4,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.15_38_4,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.15_44_3,2014,0,2014,100,Year +0,1.7,0.6,1.3,0,0.4523893421169301,Recruited
LTER5_BR_T01_Por_1.15_44_3,2014,1,2015,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.15_44_3,2014,2,2016,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.15_44_3,2014,3,2017,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.15_44_3,2014,4,2018,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.15_44_3,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.16_9_51,2014,0,2014,100,Year +0,3.3,2.8,4.2,0,10.5953799863556,Recruited
LTER5_BR_T01_Por_1.16_9_51,2014,1,2015,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.16_9_51,2014,2,2016,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.16_9_51,2014,3,2017,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.16_9_51,2014,4,2018,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.16_9_51,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.18_17_50,2014,0,2014,100,Year +0,2.2,0.8,2.1,0,1.2862203922572208,Recruited
LTER5_BR_T01_Por_1.18_17_50,2014,1,2015,83,Year +1,1.8,1.1,1.4,0,0.7709216268795178,Surviving
LTER5_BR_T01_Por_1.18_17_50,2014,2,2016,67,Year +2,1.1,1.3,1.6,0,0.6205615118202058,Surviving
LTER5_BR_T01_Por_1.18_17_50,2014,3,2017,50,Year +3,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.18_17_50,2014,4,2018,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.18_17_50,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.1_18_48,2014,0,2014,100,Year +0,3.5,3,4.3,0,12.214512237157116,Recruited
LTER5_BR_T01_Por_1.1_18_48,2014,1,2015,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.1_18_48,2014,2,2016,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.1_18_48,2014,3,2017,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.1_18_48,2014,4,2018,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.1_18_48,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.1_32_6,2013,0,2013,100,Year +0,0.8,0.2,0.6,0,0.03971593675649318,Recruited
LTER5_BR_T01_Por_1.1_32_6,2013,1,2014,83,Year +1,1,0.7,0.7,0,0.13404128655316447,Surviving
LTER5_BR_T01_Por_1.1_32_6,2013,2,2015,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.1_32_6,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.1_32_6,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.1_32_6,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.21_19_50,2013,0,2013,100,Year +0,3.6,1.7,1.5,0,3.048818707572672,Recruited
LTER5_BR_T01_Por_1.21_19_50,2013,1,2014,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.21_19_50,2013,2,2015,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.21_19_50,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.21_19_50,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.21_19_50,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.21_41_15,2013,0,2013,100,Year +0,1.8,0.5,2.3,0,0.9437964892895556,Recruited
LTER5_BR_T01_Por_1.21_41_15,2013,1,2014,83,Year +1,1.7,1.3,2.4,0,1.5268140296446395,Surviving
LTER5_BR_T01_Por_1.21_41_15,2013,2,2015,67,Year +2,3.2,2.5,2.2,0,4.78064105041129,Surviving
LTER5_BR_T01_Por_1.21_41_15,2013,3,2016,50,Year +3,2.4,1.9,2.7,0,3.325821852411417,Surviving
LTER5_BR_T01_Por_1.21_41_15,2013,4,2017,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.21_41_15,2013,5,2018,17,Year +5,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.21_7_50,2013,0,2013,100,Year +0,6.3,4.7,7.7,0,63.40590155905041,Recruited
LTER5_BR_T01_Por_1.21_7_50,2013,1,2014,83,Year +1,2.9,3,4.9,0,12.214512237157116,Surviving
LTER5_BR_T01_Por_1.21_7_50,2013,2,2015,67,Year +2,4.1,3.7,5,0,20.33455961932451,Surviving
LTER5_BR_T01_Por_1.21_7_50,2013,3,2016,50,Year +3,4.7,4.3,6.1,0,33.383794963795154,Surviving
LTER5_BR_T01_Por_1.21_7_50,2013,4,2017,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.21_7_50,2013,5,2018,17,Year +5,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.23_3_53,2013,0,2013,100,Year +0,1.2,0.8,0.6,0,0.1704217051836241,Recruited
LTER5_BR_T01_Por_1.23_3_53,2013,1,2014,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.23_3_53,2013,2,2015,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.23_3_53,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.23_3_53,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.23_3_53,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.25_45_41,2018,0,2018,100,Year +0,3.3,4.2,3.2,0,11.878352126949382,Recruited
LTER5_BR_T01_Por_1.25_45_41,2018,1,2019,83,Year +1,3,3.5,4.8,0,13.990724120638124,Surviving
LTER5_BR_T01_Por_1.25_45_41,2018,2,2020,67,Year +2,7,7.5,8,0,110.44661672776616,Surviving
LTER5_BR_T01_Por_1.25_45_41,2018,3,2021,50,Year +3,4.2,3,3.4,0,11.5484170244071,Surviving
LTER5_BR_T01_Por_1.25_45_41,2018,4,2022,33,Year +4,4,2.9,4.1,0,12.905740191135845,Surviving
LTER5_BR_T01_Por_1.25_45_41,2018,5,2023,17,Year +5,10.2,9.3,8.5,0,212.85259855433068,Surviving
LTER5_BR_T01_Por_1.25_5_52,2023,0,2023,100,Year +0,5.5,4.3,7,0,45.97616128773544,Recruited
LTER5_BR_T01_Por_1.25_5_52,2023,1,2024,83,Year +1,9.9,7,13.6,0,275.10873537980893,Surviving
LTER5_BR_T01_Por_1.26_1_52,2013,0,2013,100,Year +0,2.5,2.2,2.6,0,3.772015275683768,Recruited
LTER5_BR_T01_Por_1.26_1_52,2013,1,2014,83,Year +1,5.3,4,6,0,34.72795059094498,Surviving
LTER5_BR_T01_Por_1.26_1_52,2013,2,2015,67,Year +2,6.8,3.9,6.1,0,45.97616128773539,Surviving
LTER5_BR_T01_Por_1.26_1_52,2013,3,2016,50,Year +3,5.3,5.4,7,0,53.76809646680149,Surviving
LTER5_BR_T01_Por_1.26_1_52,2013,4,2017,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.26_1_52,2013,5,2018,17,Year +5,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.27_14_52,2016,0,2016,100,Year +0,2.3,1.8,2.5,0,2.787639881285342,Recruited
LTER5_BR_T01_Por_1.27_14_52,2016,1,2017,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.27_14_52,2016,2,2018,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER5_BR_T01_Por_1.27_14_52,2016,3,2019,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.27_14_52,2016,4,2020,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER5_BR_T01_Por_1.27_14_52,2016,5,2021,17,Year +5,NA,NA,NA,0,NA,Surviving
