coral_number,first_seen_year,years_since,display_year,opacity_pct,fade_label,length,width,height,died_this_year,volume_cm3,status
LTER1_BR_T04_Por_0.55_98_0,2018,2,2020,67,Year +2,11,7.5,8.5,0,190.8517537055799,Surviving
LTER1_BR_T04_Por_0.55_98_0,2018,3,2021,50,Year +3,12.7,10,6,0,229.2189678900472,Surviving
LTER1_BR_T04_Por_0.55_98_0,2018,4,2022,33,Year +4,14,12.2,9.3,0,433.80037354898786,Surviving
LTER1_BR_T04_Por_0.55_98_0,2018,5,2023,17,Year +5,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_0.5_100_0,2016,0,2016,100,Year +0,5,6.3,4.1,0,35.41335108447677,Recruited
LTER1_BR_T04_Por_0.5_100_0,2016,1,2017,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_0.5_100_0,2016,2,2018,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.5_100_0,2016,3,2019,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.5_100_0,2016,4,2020,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.5_100_0,2016,5,2021,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.5_3_27,2016,0,2016,100,Year +0,5,5.4,3.6,0,26.606574819291335,Recruited
LTER1_BR_T04_Por_0.5_3_27,2016,1,2017,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_0.5_3_27,2016,2,2018,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.5_3_27,2016,3,2019,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.5_3_27,2016,4,2020,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.5_3_27,2016,5,2021,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.5_61_32,2016,0,2016,100,Year +0,2,0.5,2.1,0,0.9437964892895556,Recruited
LTER1_BR_T04_Por_0.5_61_32,2016,1,2017,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_0.5_61_32,2016,2,2018,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.5_61_32,2016,3,2019,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.5_61_32,2016,4,2020,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.5_61_32,2016,5,2021,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.5_98_0,2016,0,2016,100,Year +0,7.5,4.8,5.2,0,51.96596644392838,Recruited
LTER1_BR_T04_Por_0.5_98_0,2016,1,2017,83,Year +1,8.5,9.5,6,0,134.0412865531645,Surviving
LTER1_BR_T04_Por_0.5_98_0,2016,2,2018,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_0.5_98_0,2016,3,2019,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.5_98_0,2016,4,2020,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.5_98_0,2016,5,2021,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.65_30_0,2016,0,2016,100,Year +0,4.6,2.8,2.9,0,10.595379986355596,Recruited
LTER1_BR_T04_Por_0.65_30_0,2016,1,2017,83,Year +1,6.5,4.5,3,0,26.606574819291335,Surviving
LTER1_BR_T04_Por_0.65_30_0,2016,2,2018,67,Year +2,4.6,4,5.9,0,29.560302171451173,Surviving
LTER1_BR_T04_Por_0.65_30_0,2016,3,2019,50,Year +3,10.2,5,6,0,92.3873361952568,Surviving
LTER1_BR_T04_Por_0.65_30_0,2016,4,2020,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_0.65_30_0,2016,5,2021,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.6_32_0,2019,0,2019,100,Year +0,80,72,61,0,93700.88068658135,Recruited
LTER1_BR_T04_Por_0.6_32_0,2019,1,2020,83,Year +1,8.8,8,5.5,0,107.52747598361668,Surviving
LTER1_BR_T04_Por_0.6_32_0,2019,2,2021,67,Year +2,11.6,8.1,5.7,0,158.89345640835114,Surviving
LTER1_BR_T04_Por_0.6_32_0,2019,3,2022,50,Year +3,13,9.9,9.9,0,342.1577596492832,Surviving
LTER1_BR_T04_Por_0.6_32_0,2019,4,2023,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_0.6_32_0,2019,5,2024,17,Year +5,NA,NA,NA,NA,NA,Surviving
LTER1_BR_T04_Por_0.74_2_30,2013,0,2013,100,Year +0,3.5,4,1.5,0,7.068583470577034,Recruited
LTER1_BR_T04_Por_0.74_2_30,2013,1,2014,83,Year +1,10.8,6,5,0,100.4556442613762,Surviving
LTER1_BR_T04_Por_0.74_2_30,2013,2,2015,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_0.74_2_30,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.74_2_30,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.74_2_30,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.74_6_22,2014,0,2014,100,Year +0,6.6,5.6,4.3,0,43.556873145083486,Recruited
LTER1_BR_T04_Por_0.74_6_22,2014,1,2015,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_0.74_6_22,2014,2,2016,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.74_6_22,2014,3,2017,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.74_6_22,2014,4,2018,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.74_6_22,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.75_100_0,2016,0,2016,100,Year +0,1.5,0.3,3.1,0,1.1407568953771163,Recruited
LTER1_BR_T04_Por_0.75_100_0,2016,1,2017,83,Year +1,9,7,7.5,0,125.83702703458836,Surviving
LTER1_BR_T04_Por_0.75_100_0,2016,2,2018,67,Year +2,7,8.3,8.2,0,125.83702703458836,Surviving
LTER1_BR_T04_Por_0.75_100_0,2016,3,2019,50,Year +3,10,9.5,9.5,0,236.4824173716094,Surviving
LTER1_BR_T04_Por_0.75_100_0,2016,4,2020,33,Year +4,11.5,10,9.5,0,288.8616874786838,Surviving
LTER1_BR_T04_Por_0.75_100_0,2016,5,2021,17,Year +5,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_0.75_95_2,2017,0,2017,100,Year +0,5,4,1,0,9.696273622190722,Recruited
LTER1_BR_T04_Por_0.75_95_2,2017,1,2018,83,Year +1,8.9,3.5,1.5,0,26.040496668954223,Surviving
LTER1_BR_T04_Por_0.75_95_2,2017,2,2019,67,Year +2,11.1,6.3,4.2,0,97.71609789725689,Surviving
LTER1_BR_T04_Por_0.75_95_2,2017,3,2020,50,Year +3,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_0.75_95_2,2017,4,2021,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.75_95_2,2017,5,2022,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.76_38_0,2013,0,2013,100,Year +0,3,5,5,0,21.302713147953003,Recruited
LTER1_BR_T04_Por_0.76_38_0,2013,1,2014,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_0.76_38_0,2013,2,2015,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.76_38_0,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.76_38_0,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.76_38_0,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.79_90_0,2020,0,2020,100,Year +0,3,3,2,0,4.964492094561646,Recruited
LTER1_BR_T04_Por_0.79_90_0,2020,1,2021,83,Year +1,0.9,1.2,1,0,0.2888616874786838,Surviving
LTER1_BR_T04_Por_0.79_90_0,2020,2,2022,67,Year +2,6.7,7.7,3.5,0,55.61141626002167,Surviving
LTER1_BR_T04_Por_0.79_90_0,2020,3,2023,50,Year +3,8.8,5,5.5,0,69.70706375752555,Surviving
LTER1_BR_T04_Por_0.79_90_0,2020,4,2024,33,Year +4,9.9,6.5,7.1,0,125.83702703458836,Surviving
LTER1_BR_T04_Por_0.83_97_4,2017,0,2017,100,Year +0,1.5,0.5,0.5,0,0.15150427534673003,Recruited
LTER1_BR_T04_Por_0.83_97_4,2017,1,2018,83,Year +1,2.7,1.6,0.5,0,1.0723302924253166,Surviving
LTER1_BR_T04_Por_0.83_97_4,2017,2,2019,67,Year +2,4.3,4.2,2.6,0,13.260924390190311,Surviving
LTER1_BR_T04_Por_0.83_97_4,2017,3,2020,50,Year +3,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_0.83_97_4,2017,4,2021,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.83_97_4,2017,5,2022,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.85_100_2,2017,0,2017,100,Year +0,3.5,3,1,0,4.09061543436171,Recruited
LTER1_BR_T04_Por_0.85_100_2,2017,1,2018,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_0.85_100_2,2017,2,2019,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.85_100_2,2017,3,2020,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.85_100_2,2017,4,2021,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.85_100_2,2017,5,2022,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.85_52_0,2013,0,2013,100,Year +0,3,2,3,0,4.964492094561646,Recruited
LTER1_BR_T04_Por_0.85_52_0,2013,1,2014,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_0.85_52_0,2013,2,2015,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.85_52_0,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.85_52_0,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.85_52_0,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.85_98_4,2017,0,2017,100,Year +0,1.5,0.5,0.25,0,0.11044661672776616,Recruited
LTER1_BR_T04_Por_0.85_98_4,2017,1,2018,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_0.85_98_4,2017,2,2019,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.85_98_4,2017,3,2020,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.85_98_4,2017,4,2021,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.85_98_4,2017,5,2022,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.8_95_1,2017,0,2017,100,Year +0,5,4,1,0,9.696273622190722,Recruited
LTER1_BR_T04_Por_0.8_95_1,2017,1,2018,83,Year +1,4.5,5.6,2.8,0,20.81488392574697,Surviving
LTER1_BR_T04_Por_0.8_95_1,2017,2,2019,67,Year +2,9.3,6,6.2,0,96.3652033599397,Surviving
LTER1_BR_T04_Por_0.8_95_1,2017,3,2020,50,Year +3,9.7,8,10,0,206.08394991570881,Surviving
LTER1_BR_T04_Por_0.8_95_1,2017,4,2021,33,Year +4,8.5,3.7,5.5,0,53.76809646680149,Surviving
LTER1_BR_T04_Por_0.8_95_1,2017,5,2022,17,Year +5,11.5,13.5,6.3,0,297.32941414412204,Surviving
LTER1_BR_T04_Por_0.95_93_0,2016,0,2016,100,Year +0,2.6,1.6,1,0,1.3633736414689928,Recruited
LTER1_BR_T04_Por_0.95_93_0,2016,1,2017,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_0.95_93_0,2016,2,2018,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.95_93_0,2016,3,2019,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.95_93_0,2016,4,2020,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.95_93_0,2016,5,2021,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.9_92_5,2018,0,2018,100,Year +0,0.8,0.8,0.2,0,0.05654866776461626,Recruited
LTER1_BR_T04_Por_0.9_92_5,2018,1,2019,83,Year +1,6.5,5,2.2,0,24.93254226724097,Surviving
LTER1_BR_T04_Por_0.9_92_5,2018,2,2020,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_0.9_92_5,2018,3,2021,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.9_92_5,2018,4,2022,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_0.9_92_5,2018,5,2023,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.04_14_48,2016,0,2016,100,Year +0,1.4,1.9,1.1,0,0.8259673722326945,Recruited
LTER1_BR_T04_Por_1.04_14_48,2016,1,2017,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_1.04_14_48,2016,2,2018,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.04_14_48,2016,3,2019,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.04_14_48,2016,4,2020,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.04_14_48,2016,5,2021,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.1_87_2,2018,0,2018,100,Year +0,4.4,3.4,2.6,0,10.906989131751942,Recruited
LTER1_BR_T04_Por_1.1_87_2,2018,1,2019,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_1.1_87_2,2018,2,2020,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.1_87_2,2018,3,2021,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.1_87_2,2018,4,2022,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.1_87_2,2018,5,2023,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.21_11_43,2013,0,2013,100,Year +0,3,3,1,0,3.325821852411417,Recruited
LTER1_BR_T04_Por_1.21_11_43,2013,1,2014,83,Year +1,2.8,2.1,2.9,0,4.60138603995785,Surviving
LTER1_BR_T04_Por_1.21_11_43,2013,2,2015,67,Year +2,2,2.2,2,0,2.3108934998294703,Surviving
LTER1_BR_T04_Por_1.21_11_43,2013,3,2016,50,Year +3,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_1.21_11_43,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.21_11_43,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.23_12_43,2013,0,2013,100,Year +0,2,2.5,3,0,4.09061543436171,Recruited
LTER1_BR_T04_Por_1.23_12_43,2013,1,2014,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_1.23_12_43,2013,2,2015,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.23_12_43,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.23_12_43,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.23_12_43,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.25_100_0,2017,0,2017,100,Year +0,6,4.5,3,0,23.85646921319749,Recruited
LTER1_BR_T04_Por_1.25_100_0,2017,1,2018,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_1.25_100_0,2017,2,2019,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.25_100_0,2017,3,2020,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.25_100_0,2017,4,2021,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.25_100_0,2017,5,2022,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.25_10_28,2017,0,2017,100,Year +0,3.5,2,1.5,0,3.325821852411417,Recruited
LTER1_BR_T04_Por_1.25_10_28,2017,1,2018,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_1.25_10_28,2017,2,2019,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.25_10_28,2017,3,2020,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.25_10_28,2017,4,2021,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.25_10_28,2017,5,2022,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.47_12_40,2014,0,2014,100,Year +0,2.3,1.6,0.4,0,0.7709216268795175,Recruited
LTER1_BR_T04_Por_1.47_12_40,2014,1,2015,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_1.47_12_40,2014,2,2016,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.47_12_40,2014,3,2017,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.47_12_40,2014,4,2018,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.47_12_40,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.48_11_5.2,2014,0,2014,100,Year +0,0.3,2.8,1.3,0,0.825967372232694,Recruited
LTER1_BR_T04_Por_1.48_11_5.2,2014,1,2015,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_1.48_11_5.2,2014,2,2016,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.48_11_5.2,2014,3,2017,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.48_11_5.2,2014,4,2018,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.48_11_5.2,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.4_49_40,2017,0,2017,100,Year +0,2,2,1,0,1.2120342027738402,Recruited
LTER1_BR_T04_Por_1.4_49_40,2017,1,2018,83,Year +1,0.9,1.1,0.6,0,0.1704217051836241,Surviving
LTER1_BR_T04_Por_1.4_49_40,2017,2,2019,67,Year +2,38,27.2,18.7,0,5726.519513876729,Surviving
LTER1_BR_T04_Por_1.4_49_40,2017,3,2020,50,Year +3,29.5,11.5,9.5,0,1248.7600511520895,Surviving
LTER1_BR_T04_Por_1.4_49_40,2017,4,2021,33,Year +4,27.7,10.5,12.7,0,1278.6692155521944,Surviving
LTER1_BR_T04_Por_1.4_49_40,2017,5,2022,17,Year +5,29.5,13,14.1,0,1758.14283880096,Surviving
LTER1_BR_T04_Por_1.52_61_37,2013,0,2013,100,Year +0,60,32,30,0,17606.95906430777,Recruited
LTER1_BR_T04_Por_1.52_61_37,2013,1,2014,83,Year +1,60,30,30,0,16755.160819145563,Surviving
LTER1_BR_T04_Por_1.52_61_37,2013,2,2015,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_1.52_61_37,2013,3,2016,50,Year +3,11.2,12.3,11.3,0,408.6416172181411,Surviving
LTER1_BR_T04_Por_1.52_61_37,2013,4,2017,33,Year +4,25,3.5,9.5,0,532.053926196849,Surviving
LTER1_BR_T04_Por_1.52_61_37,2013,5,2018,17,Year +5,23.9,9,13.5,0,968.6319815541124,Surviving
LTER1_BR_T04_Por_1.55_21_47,2013,0,2013,100,Year +0,7,4,1,0,16.755160819145562,Recruited
LTER1_BR_T04_Por_1.55_21_47,2013,1,2014,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_1.55_21_47,2013,2,2015,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.55_21_47,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.55_21_47,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.55_21_47,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.55_91_27,2017,0,2017,100,Year +0,2.8,2.8,1.5,0,3.4704029883919025,Recruited
LTER1_BR_T04_Por_1.55_91_27,2017,1,2018,83,Year +1,2.2,2.2,0.5,0,1.1407568953771163,Surviving
LTER1_BR_T04_Por_1.55_91_27,2017,2,2019,67,Year +2,3,4.1,3,0,9.99008040921672,Surviving
LTER1_BR_T04_Por_1.55_91_27,2017,3,2020,50,Year +3,3.5,3.5,3.5,0,11.22464875188853,Surviving
LTER1_BR_T04_Por_1.55_91_27,2017,4,2021,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_1.55_91_27,2017,5,2022,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.55_92_25,2016,0,2016,100,Year +0,7.1,3.5,5.8,0,42.7697199561604,Recruited
LTER1_BR_T04_Por_1.55_92_25,2016,1,2017,83,Year +1,10.5,3.5,3.8,0,54.68457855329736,Surviving
LTER1_BR_T04_Por_1.55_92_25,2016,2,2018,67,Year +2,3.9,3.7,2,0,8.578642339402526,Surviving
LTER1_BR_T04_Por_1.55_92_25,2016,3,2019,50,Year +3,5.5,5.3,5,0,38.24512840329032,Surviving
LTER1_BR_T04_Por_1.55_92_25,2016,4,2020,33,Year +4,7.5,3,3.5,0,26.606574819291335,Surviving
LTER1_BR_T04_Por_1.55_92_25,2016,5,2021,17,Year +5,1.9,1.3,1.8,0,1.2120342027738402,Surviving
LTER1_BR_T04_Por_1.57_3_0,2013,0,2013,100,Year +0,7,4,4,0,32.72492347489368,Recruited
LTER1_BR_T04_Por_1.57_3_0,2013,1,2014,83,Year +1,5.1,1.5,0.7,0,3.7720152756837657,Surviving
LTER1_BR_T04_Por_1.57_3_0,2013,2,2015,67,Year +2,7.9,6.3,9.7,0,132.37274209198426,Surviving
LTER1_BR_T04_Por_1.57_3_0,2013,3,2016,50,Year +3,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_1.57_3_0,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.57_3_0,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.5_11_53,2014,0,2014,100,Year +0,2.4,1.7,1.5,0,1.702820788434645,Recruited
LTER1_BR_T04_Por_1.5_11_53,2014,1,2015,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_1.5_11_53,2014,2,2016,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.5_11_53,2014,3,2017,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.5_11_53,2014,4,2018,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.5_11_53,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.5_72_34,2013,0,2013,100,Year +0,8,3,5,0,39.71593675649317,Recruited
LTER1_BR_T04_Por_1.5_72_34,2013,1,2014,83,Year +1,11.6,7.8,11.3,0,280.55627643368086,Surviving
LTER1_BR_T04_Por_1.5_72_34,2013,2,2015,67,Year +2,38.1,30.6,24.8,0,7925.737694881303,Surviving
LTER1_BR_T04_Por_1.5_72_34,2013,3,2016,50,Year +3,49.5,13.1,30,0,7699.062098347447,Surviving
LTER1_BR_T04_Por_1.5_72_34,2013,4,2017,33,Year +4,26,8.5,4,0,553.3336106949495,Surviving
LTER1_BR_T04_Por_1.5_72_34,2013,5,2018,17,Year +5,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_1.68_59_35,2021,0,2021,100,Year +0,19.1,10.6,19.9,0,1183.1774719126888,Recruited
LTER1_BR_T04_Por_1.68_59_35,2021,1,2022,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_1.68_59_35,2021,2,2023,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.68_59_35,2021,3,2024,50,Year +3,NA,NA,NA,NA,NA,Surviving
LTER1_BR_T04_Por_1.6_41_42,2017,0,2017,100,Year +0,12,12.5,9,0,364.53504292886834,Recruited
LTER1_BR_T04_Por_1.6_41_42,2017,1,2018,83,Year +1,13.6,13.2,4.4,0,294.4887065573023,Surviving
LTER1_BR_T04_Por_1.6_41_42,2017,2,2019,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_1.6_41_42,2017,3,2020,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.6_41_42,2017,4,2021,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.6_41_42,2017,5,2022,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T04_Por_1.6_60_20,2020,0,2020,100,Year +0,23,16.5,8,0,1039.167824603221,Recruited
LTER1_BR_T04_Por_1.6_60_20,2020,1,2021,83,Year +1,8.7,4.8,5.6,0,67.56238378012767,Surviving
LTER1_BR_T04_Por_1.6_60_20,2020,2,2022,67,Year +2,9.3,5.9,6.6,0,100.4556442613762,Surviving
LTER1_BR_T04_Por_1.6_60_20,2020,3,2023,50,Year +3,17,17,19,0,1443.552128050888,Surviving
LTER1_BR_T04_Por_1.6_60_20,2020,4,2024,33,Year +4,18.5,12,19,0,1176.035574917254,Surviving
LTER1_BR_T04_Por_1.6_65_22,2021,0,2021,100,Year +0,2.3,2,2.2,0,2.6628391434941254,Recruited
LTER1_BR_T04_Por_1.6_65_22,2021,1,2022,83,Year +1,2.8,2.5,2.7,0,4.964492094561646,Surviving
LTER1_BR_T04_Por_1.6_65_22,2021,2,2023,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_1.6_65_22,2021,3,2024,50,Year +3,NA,NA,NA,NA,NA,Surviving
LTER1_BR_T04_Por_1.6_68_23,2021,0,2021,100,Year +0,3.1,2.7,5.5,0,13.990724120638124,Recruited
LTER1_BR_T04_Por_1.6_68_23,2021,1,2022,83,Year +1,3.8,3.2,6.1,0,21.79810546358435,Surviving
LTER1_BR_T04_Por_1.6_68_23,2021,2,2023,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER1_BR_T04_Por_1.6_68_23,2021,3,2024,50,Year +3,NA,NA,NA,NA,NA,Surviving
LTER1_BR_T04_Por_1.6_92_15,2013,0,2013,100,Year +0,7,2.5,6.5,0,39.71593675649317,Recruited
